άκουσε	τους	πυροβολισμούς	0.600000
άλλη	άκρη	του	0.500000
άλλη	άκρη	της	0.500000
άλλη	από	την	0.428571
άλλη	επιλογή	από	0.900000
άλλη	μία	φορά	0.407407
άλλη	μία	νίκη	0.111111
άλλη	μεριά	η	0.375000
άλλη	μια	φορά	0.584615
άλλη	πλευρά	ο	0.209677
άλλη	πλευρά	η	0.161290
άλλη	πλευρά	του	0.145161
άλλη	πλευρά	οι	0.080645
άλλη	πλευρά	το	0.080645
άλλη	πλευρά	όμως	0.048387
άμυνα	και	επίθεση	0.277778
άμυνα	της	χώρας	0.800000
άνθρωπος	από	το	0.500000
άνθρωπος	ο	οποίος	1.000000
άνθρωπος	που	δεν	0.075758
άνθρωπος	που	έχει	0.075758
άνθρωπος	που	θα	0.060606
άνθρωπος	που	είχε	0.045455
άνθρωπος	που	έχω	0.045455
άνθρωπος	στον	κόσμο	0.750000
άνοιγμα	στις	μονάδες	0.888889
άνοιξε	νέους	δρόμους	1.000000
άνοιξε	πυρ	εναντίον	0.300000
άνοιξε	την	πόρτα	0.750000
άνοιξε	τις	πόρτες	0.571429
άνοιξε	τις	πύλες	0.428571
άνοιξε	το	σκορ	0.820513
άνοιξη	και	το	0.307692
άντρες	και	γυναίκες	0.375000
άφησαν	πίσω	τους	0.818182
έβγαλε	από	την	0.666667
έβγαλε	όπλο	και	1.000000
έγκλημα	κατά	της	1.000000
έκλεισαν	τελικά	μονάδες	0.700000
έκλεισαν	τελικά	στις	0.300000
έλεγα	ότι	είναι	0.142857
έλεγα	ότι	θα	0.142857
έλεγαν	ότι	το	0.136364
έλεγαν	ότι	δεν	0.136364
έλεγχο	του	αγώνα	0.357143
έλεγχο	του	παιχνιδιού	0.285714
έλεγχο	του	αυτοκινήτου	0.214286
έμαθε	για	τον	0.428571
έμαθε	για	το	0.428571
έμειναν	στην	ιστορία	0.666667
ένιωσα	την	ανάγκη	1.000000
έντονα	από	το	0.375000
έξι	από	τους	0.500000
έξι	λεπτά	αργότερα	0.727273
έξι	λεπτά	πριν	0.272727
έξι	μήνες	πριν	0.093750
έξοδο	στην	ευρώπη	1.000000
έπεσαν	στα	χέρια	0.750000
έπρεπε	για	να	1.000000
έπρεπε	να	είναι	0.075221
έπρεπε	να	έχει	0.057522
έπρεπε	να	το	0.053097
έπρεπε	να	είχε	0.035398
έπρεπε	να	τα	0.030973
έπρεπε	να	κάνει	0.026549
έπρεπε	να	γίνει	0.022124
έπρεπε	να	τον	0.022124
έπρεπε	να	έχουν	0.022124
έπρεπε	να	υπάρχει	0.017699
έπρεπε	να	κάνω	0.017699
έπρεπε	να	κάνουν	0.017699
έπρεπε	να	είχαν	0.013274
έπρεπε	να	υπάρχουν	0.013274
έπρεπε	να	δίνει	0.013274
έπρεπε	να	μου	0.013274
έπρεπε	να	πάω	0.013274
έπρεπε	να	δώσει	0.013274
έπρεπε	να	φύγω	0.013274
έπρεπε	να	του	0.013274
έργο	για	την	0.555556
έργο	και	η	0.307692
έργο	που	θα	0.230769
έργο	της	δικαιοσύνης	0.148148
έργο	της	κυβέρνησης	0.148148
έργο	το	οποίο	0.666667
έργο	του	στην	0.120000
έργο	τους	και	0.300000
έργο	των	δυνάμεων	0.600000
έρθουν	σε	επαφή	0.666667
έρθουν	στο	γήπεδο	0.600000
έτη	από	την	0.600000
έτοιμος	για	την	0.200000
έχει	άλλα	δύο	1.000000
έχει	ένα	πολύ	0.096774
έχει	έρθει	η	0.285714
έχει	ήδη	ξεκινήσει	0.178082
έχει	ήδη	γίνει	0.054795
έχει	ήδη	αρχίσει	0.041096
έχει	ήδη	υπογράψει	0.041096
έχει	αλλάξει	κάτι	0.114286
έχει	αλλάξει	το	0.114286
έχει	ανάγκη	η	0.428571
έχει	ανάγκη	από	0.380952
έχει	αναλάβει	την	0.263158
έχει	αναλάβει	η	0.184211
έχει	αναλάβει	να	0.105263
έχει	αναλάβει	ο	0.078947
έχει	ανοίξει	τα	0.307692
έχει	αποδείξει	ότι	0.461538
έχει	αποδείξει	πως	0.307692
έχει	αποφασίσει	να	0.714286
έχει	απόδοση	στη	0.666667
έχει	αρχίσει	να	0.457143
