अगर	आप	0.284528
अगर	क	0.213915
अगर	व	0.062305
अगर	द	0.041537
अगर	यह	0.031153
अगर	ब	0.031153
अगर	हम	0.030114
अगर	इस	0.028037
अगर	वह	0.026999
अगर	उन	0.024922
अगर	त	0.019730
अगर	एक	0.017653
अगर	न	0.017653
अगर	ल	0.015576
अगर	श	0.014538
अगर	ट	0.009346
अगर	आज	0.007269
अगर	ख	0.007269
अगर	इन	0.006231
अगर	उस	0.006231
अगर	कह	0.006231
अगर	सब	0.006231
अगर	आय	0.005192
अगर	पहल	0.005192
अगर	सबक	0.004154
अगर	बल	0.004154
अगर	आम	0.003115
अगर	जल	0.003115
अगर	नए	0.003115
अगर	सर	0.003115
अगर	लग	0.003115
अगर	अब	0.003115
अगर	पर	0.003115
अगर	गर	0.003115
अमन	क	0.500000
अमन	न	0.300000
अलग	अलग	0.569231
अलग	क	0.061538
अलग	व	0.041958
अलग	ब	0.036364
अलग	तरह	0.033566
अलग	द	0.033566
अलग	कर	0.030769
अलग	जगह	0.018182
अलग	न	0.016783
अलग	ट	0.015385
अलग	शहर	0.013986
अलग	ल	0.013986
अलग	और	0.011189
अलग	रह	0.009790
अलग	बन	0.005594
अलग	पद	0.005594
अलग	रख	0.005594
अलग	समय	0.005594
अलग	कप	0.005594
अलग	अ	0.005594
अलग	एक	0.004196
अलग	ख	0.004196
अलग	श	0.004196
अलग	पर	0.004196
अवसर	पर	0.528302
अवसर	क	0.188679
अवसर	द	0.094340
अवसर	बढ़	0.056604
अवसर	बन	0.037736
आइटम	क	0.500000
आइटम	न	0.300000
आइस	ल	0.837838
आइस	ट	0.162162
आग	कह	0.208477
आग	क	0.199313
आग	लग	0.138603
आग	रह	0.080183
आग	बढ़	0.054983
आग	ल	0.045819
आग	चल	0.043528
आग	न	0.029782
आग	पर	0.029782
आग	ब	0.018328
आग	द	0.017182
आग	और	0.009164
आग	ट	0.008018
आग	आकर	0.008018
आग	आन	0.008018
आग	व	0.008018
आग	आए	0.006873
