a	ay	0.209677
a	at	0.161290
a	ang	0.092742
a	sa	0.088710
a	na	0.064516
a	ng	0.044355
a	o	0.028226
a	mula	0.020161
a	kung	0.016129
a	ceo	0.012097
a	dna	0.012097
abenida	ng	0.233333
abenida	sa	0.166667
abenida	ay	0.133333
abenida	kalayaan	0.100000
abenida	mula	0.100000
abenida	na	0.100000
abogado	at	0.285714
abogado	sa	0.119048
abogado	ng	0.119048
abogado	na	0.095238
abril	at	0.181818
abril	sa	0.159091
abril	ay	0.149351
abril	ang	0.107143
abril	na	0.058442
abril	hanggang	0.042208
abril	ng	0.025974
abril	isang	0.025974
abril	nang	0.019481
abril	ito	0.012987
abril	mula	0.012987
abril	dalawang	0.012987
abril	o	0.009740
abril	para	0.009740
abril	ibinigay	0.009740
abril	kasama	0.009740
abril	kung	0.009740
abril	hunyo	0.009740
abstract	na	0.666667
access	sa	0.526316
access	ang	0.122807
access	ng	0.087719
access	at	0.052632
acid	ay	0.285714
acid	na	0.285714
administratibo	ng	0.225000
administratibo	at	0.150000
administratibo	sa	0.100000
administratibo	ang	0.100000
administratibo	ay	0.075000
agila	ay	0.250000
agila	na	0.250000
agrikultura	at	0.277778
agrikultura	ng	0.122222
agrikultura	ay	0.088889
agrikultura	sa	0.077778
agrikultura	na	0.077778
agrikultura	ang	0.066667
agrikultura	mga	0.033333
ahas	ay	0.270270
ahas	na	0.243243
ahas	at	0.162162
airline	na	0.218750
airline	ay	0.156250
airline	sa	0.156250
airline	ng	0.125000
akademiko	at	0.314286
akademiko	ng	0.200000
akademiko	sa	0.085714
akademiko	na	0.085714
akademya	ng	0.470588
akademya	ang	0.088235
akademya	sa	0.088235
akademya	para	0.088235
akitin	ang	0.625000
aklat	na	0.414530
aklat	ng	0.273504
aklat	sa	0.053419
aklat	ang	0.042735
aklat	ay	0.040598
aklat	at	0.040598
aklat	aralin	0.023504
aklat	para	0.017094
aklat	o	0.012821
aklat	tungkol	0.010684
aklat	bilang	0.010684
aklatan	ng	0.304348
aklatan	sa	0.173913
aklatan	na	0.144928
aklatan	at	0.130435
aklatan	ay	0.101449
ako	ay	0.251397
ako	sa	0.240223
ako	ng	0.139665
ako	ang	0.083799
ako	at	0.050279
ako	na	0.027933
ako	ako	0.016760
aktibista	sa	0.472222
aktibista	ng	0.277778
aktibista	para	0.111111
aktibo	sa	0.372093
aktibo	pa	0.093023
aktibo	ang	0.093023
aktibo	siya	0.081395
aktibo	at	0.069767
aktibo	na	0.046512
aktibo	mula	0.046512
aktibo	din	0.034884
aktor	na	0.388889
aktor	sa	0.208333
aktor	at	0.201389
aktor	ng	0.062500
aktor	modelo	0.034722
alaala	sa	0.325000
alaala	ng	0.200000
alaala	at	0.150000
alaala	ay	0.075000
alagaan	ang	0.750000
alak	at	0.333333
alak	na	0.150000
alak	sa	0.116667
alak	ay	0.100000
alak	ng	0.100000
alalahanin	na	0.318182
alalahanin	ang	0.227273
alalahanin	sa	0.136364
alam	na	0.275862
alam	sa	0.166144
alam	kung	0.128527
alam	ng	0.115987
alam	ang	0.112853
alam	at	0.037618
alam	tungkol	0.034483
alam	mula	0.021944
alam	ay	0.015674
alam	din	0.012539
alam	ngayon	0.009404
alas	ng	0.848485
album	na	0.358416
album	ay	0.172277
album	ng	0.147525
album	sa	0.111881
album	at	0.058416
album	ang	0.054455
album	kasama	0.007921
album	nang	0.007921
album	bilang	0.006931
album	ngunit	0.005941
album	para	0.005941
album	kabilang	0.004950
album	kung	0.003960
album	dahil	0.003960
album	nito	0.003960
album	mula	0.003960
album	pagkatapos	0.002970
alikabok	at	0.157895
alikabok	ang	0.157895
alikabok	ng	0.157895
alikabok	na	0.157895
alin	sa	0.360000
alin	ay	0.200000
alin	ang	0.160000
alisin	ang	0.681818
alisin	sa	0.159091
alitan	sa	0.518519
alitan	ng	0.129630
alitan	ay	0.092593
alitan	na	0.055556
alitan	at	0.055556
almusal	sa	0.333333
alok	ng	0.426230
alok	na	0.147541
alok	ay	0.065574
alok	sa	0.065574
alok	para	0.065574
alok	ang	0.049180
alpha	ay	0.208333
alpha	na	0.125000
alpha	at	0.125000
alpha	ng	0.125000
alternatibo	sa	0.481481
alternatibo	ang	0.148148
alyansa	ng	0.351351
alyansa	sa	0.189189
alyansa	ay	0.081081
am	hanggang	0.200000
am	at	0.166667
am	ang	0.100000
am	sa	0.100000
am	ng	0.100000
amerikano	at	0.175510
amerikano	ang	0.163265
amerikano	na	0.155102
amerikano	sa	0.142857
amerikano	ay	0.106122
amerikano	ng	0.065306
amerikano	o	0.020408
amerikano	para	0.012245
anchor	at	0.428571
angat	ng	0.552632
angat	na	0.105263
angkinin	ang	0.714286
ani	ng	0.333333
