aaron	wan	0.555556
album	của	0.078431
album	đầu	0.058824
album	này	0.058824
angela	phương	0.444444
angela	chu	0.333333
anh	đã	0.040022
anh	ấy	0.034099
anh	chàng	0.024228
anh	cũng	0.023151
anh	và	0.022793
anh	có	0.022613
anh	ta	0.022254
anh	em	0.020818
anh	là	0.020639
anh	không	0.019742
anh	sẽ	0.013999
anh	chị	0.013281
anh	tuấn	0.012922
anh	hùng	0.012563
anh	cho	0.012024
anh	được	0.011665
anh	vẫn	0.010230
anh	nguyễn	0.009871
anh	nói	0.009691
anh	còn	0.008794
anh	lại	0.008794
anh	đức	0.008615
anh	đang	0.008435
anh	gia	0.007897
anh	tú	0.007717
anh	trai	0.007358
anh	đào	0.007358
anh	chỉ	0.006999
anh	h	0.006820
anh	từng	0.006461
anh	phải	0.005922
anh	nhận	0.005922
anh	trong	0.005743
anh	rất	0.005743
anh	cùng	0.005205
anh	bị	0.005205
anh	thường	0.005025
anh	dũng	0.004666
anh	chia	0.004487
anh	muốn	0.004487
as	roma	0.615385
australia	đã	0.084746
australia	và	0.050847
australia	tại	0.042373
australia	trong	0.033898
australia	vào	0.033898
australia	đang	0.025424
australia	là	0.025424
australia	với	0.025424
australia	sẽ	0.025424
australia	để	0.025424
bay	không	0.053846
bay	quốc	0.040385
bay	của	0.031731
bay	chiến	0.027885
bay	nội	0.021154
bay	tân	0.020192
bay	này	0.018269
bay	cao	0.017308
bay	vào	0.016346
bay	và	0.016346
bay	đến	0.013462
bay	đã	0.012500
bay	đà	0.012500
bay	quân	0.012500
bay	long	0.011538
bay	ném	0.011538
bay	đi	0.011538
bay	về	0.011538
bay	từ	0.011538
bay	được	0.011538
bay	chở	0.010577
bay	thẳng	0.010577
bay	để	0.009615
bay	lên	0.008654
bay	ra	0.007692
bay	có	0.007692
bay	qua	0.007692
bay	trên	0.007692
bay	là	0.007692
bay	đầu	0.006731
bay	một	0.006731
bay	bổng	0.006731
bay	màu	0.006731
bay	mới	0.006731
bay	mỹ	0.005769
bay	theo	0.005769
bay	lắc	0.005769
bay	lớn	0.005769
bay	trong	0.005769
bay	vn	0.005769
big	bang	0.185185
big	là	0.111111
big	tech	0.111111
big	data	0.111111
bin	và	0.096774
bin	cũng	0.064516
biến	động	0.109346
biến	thể	0.071472
biến	đổi	0.058644
biến	phức	0.032376
biến	mất	0.029933
biến	chủng	0.028711
biến	chứng	0.025046
biến	thành	0.023824
biến	cố	0.023213
biến	của	0.021991
biến	từ	0.017104
biến	nhất	0.016494
biến	chế	0.015272
biến	khác	0.015272
biến	trong	0.014661
biến	và	0.014050
biến	tích	0.013439
biến	hóa	0.010996
biến	áp	0.010385
biến	trên	0.007941
biến	có	0.007330
biến	này	0.007330
biến	nặng	0.006720
biến	số	0.006109
biến	thực	0.006109
biến	dịch	0.006109
biến	giá	0.006109
biến	tấu	0.005498
biến	tại	0.005498
biến	món	0.005498
biến	nông	0.005498
biến	những	0.004887
biến	như	0.004887
biến	thủy	0.004887
biến	thị	0.004887
biến	tương	0.004887
biến	sẵn	0.004276
biến	dạng	0.004276
biến	mới	0.004276
biến	khó	0.004276
biết	đến	0.041856
biết	trong	0.023658
biết	cách	0.020928
biết	thêm	0.019563
biết	rằng	0.018881
biết	họ	0.015469
biết	sẽ	0.015241
biết	đã	0.015241
biết	các	0.014559
biết	hiện	0.014331
biết	được	0.014104
biết	anh	0.013876
biết	đây	0.012284
biết	mình	0.012056
biết	ơn	0.012056
biết	trước	0.011829
biết	ông	0.011601
biết	về	0.010919
biết	cô	0.010919
biết	có	0.010692
biết	bao	0.010237
biết	năm	0.009782
biết	từ	0.009782
biết	sau	0.009554
biết	là	0.009099
biết	những	0.007734
biết	khi	0.007279
biết	công	0.007052
biết	việc	0.007052
biết	nhiều	0.006597
biết	người	0.006597
biết	đơn	0.006597
biết	một	0.006369
biết	giá	0.006369
biết	con	0.006142
biết	theo	0.006142
biết	tôi	0.005687
biết	nước	0.005687
biết	làm	0.005687
biết	dự	0.005687
bo	ng	0.411765
bo	young	0.049020
bo	mạch	0.039216
bo	lơ	0.029412
bo	c	0.029412
bo	cong	0.029412
boris	johnson	1.000000
brent	giao	0.230769
brent	tăng	0.115385
busan	hàn	0.214286
bush	con	0.800000
buồng	trứng	0.321429
buồng	tử	0.178571
buồng	lái	0.142857
by	night	0.571429
bàn	thắng	0.201996
bàn	giao	0.091255
bàn	tỉnh	0.066540
bàn	thành	0.042300
bàn	tay	0.026616
bàn	thua	0.023289
bàn	thờ	0.019011
bàn	tán	0.017586
bàn	và	0.017110
bàn	mở	0.015684
bàn	trong	0.015684
bàn	chân	0.014259
bàn	về	0.013783
bàn	xã	0.012833
bàn	luận	0.012357
bàn	bạc	0.012357
bàn	của	0.011882
bàn	cho	0.010456
bàn	sau	0.010456
bàn	vào	0.010456
bàn	ghế	0.008555
bàn	gỡ	0.007605
bàn	có	0.007605
bàn	cãi	0.006654
bàn	các	0.006654
bàn	phường	0.006654
bàn	hà	0.006654
bàn	trở	0.006179
bàn	quận	0.005703
bàn	không	0.005703
bàn	vừa	0.005228
bàn	thủ	0.005228
bàn	là	0.004753
bàn	với	0.004753
bàn	ăn	0.004278
bàn	đạp	0.004278
bàn	phím	0.003802
bàn	thứ	0.003802
bàn	đã	0.003802
bàn	từ	0.003802
bá	hình	0.069767
bá	cho	0.046512
bá	sản	0.040698
bá	du	0.040698
bá	xúc	0.034884
bá	dương	0.023256
bá	anh	0.023256
bá	thước	0.023256
bá	đạo	0.023256
