अ	श	0.300781
अ	क	0.285156
अ	शक	0.062500
अ	ल	0.050781
अ	त	0.035156
अ	गम	0.035156
अ	शहर	0.031250
अ	व	0.023438
अ	कम	0.023438
अ	न	0.019531
अ	कल	0.015625
अ	सर	0.015625
अ	ब	0.011719
अ	द	0.011719
अल	क	0.265347
अल	ब	0.136634
अल	व	0.108911
अल	ट	0.100990
अल	ल	0.075248
अल	ख	0.041584
अल	पक	0.025743
अल	न	0.023762
अल	अल	0.021782
अल	द	0.021782
अल	सर	0.015842
अल	मल	0.015842
अल	बम	0.013861
अल	इन	0.009901
अल	कप	0.009901
अल	कल	0.009901
अल	कम	0.009901
अल	पर	0.009901
अल	अब	0.007921
अल	श	0.007921
अल	बन	0.005941
अवगत	गर	1.000000
आकलन	गर	0.800000
ई	क	0.103570
ई	न	0.101516
ई	व	0.092616
ई	द	0.090171
ई	ब	0.069731
ई	ल	0.056724
ई	त	0.048998
ई	श	0.032274
ई	पर	0.028557
ई	एक	0.027384
ई	हर	0.026504
ई	ख	0.026112
ई	सन	0.023961
ई	जन	0.017995
ई	ट	0.016333
ई	गर	0.012714
ई	सर	0.012714
ई	सब	0.009095
ई	मन	0.008998
ई	कम	0.008704
ई	उन	0.007628
ई	बन	0.006944
ई	रह	0.005966
ई	हट	0.005575
ई	कर	0.005575
ई	दर	0.004988
ई	पक	0.004792
ई	आर	0.004401
ई	अ	0.004108
ई	बच	0.004010
ई	उप	0.003814
ई	सह	0.003716
ई	कह	0.003716
ई	बल	0.003619
ई	लग	0.003619
ई	आकर	0.003423
ई	बस	0.003423
ई	घर	0.003227
ई	यह	0.002934
ई	शक	0.002934
उन	हर	0.264120
उन	क	0.097316
उन	गर	0.087436
उन	न	0.067841
उन	ल	0.054668
उन	व	0.053186
उन	पर	0.051046
उन	सफल	0.036226
उन	ब	0.033427
उन	द	0.031780
उन	त	0.023382
उन	एक	0.021406
उन	ट	0.019266
उन	सन	0.018113
उन	ख	0.017454
उन	श	0.011691
उन	भय	0.011362
उन	लग	0.008068
उन	सब	0.006422
उन	उन	0.003458
उन	मन	0.003129
उन	जन	0.003129
उन	कल	0.002964
उन	उह	0.002635
उन	पक	0.002470
उन	कम	0.002305
उन	सह	0.002305
उन	अवसर	0.002141
उन	उप	0.002141
उन	कर	0.002141
उन	इन	0.001976
उन	सर	0.001976
उन	घर	0.001976
उन	बह	0.001811
उन	अ	0.001647
उन	अल	0.001482
उन	डर	0.001482
उन	कह	0.001482
उन	बन	0.001317
