aaron	james	0.187500
abort	etter	0.214286
advarsel	til	0.300000
advart	mot	0.468750
advart	om	0.125000
advokaten	alex	0.121212
advokaten	er	0.090909
advokaten	som	0.090909
advokaten	til	0.090909
alan	walker	0.900000
alderen	til	0.400000
alene	i	0.151786
alene	med	0.107143
alene	på	0.089286
alene	om	0.053571
alene	og	0.053571
alene	igjen	0.044643
alene	til	0.044643
alene	som	0.035714
alene	mot	0.026786
alene	har	0.026786
alex	morgan	0.142857
ambassadøren	i	0.192308
ambassadøren	til	0.192308
amerikanerne	som	0.103448
amerikanerne	har	0.086207
amerikanerne	i	0.086207
amerikanerne	at	0.051724
amsterdam	til	0.166667
andel	av	0.666667
andre	verdenskrig	0.074778
andre	land	0.034221
andre	steder	0.033587
andre	gang	0.032953
andre	siden	0.032319
andre	ble	0.031686
andre	i	0.024715
andre	omgang	0.023447
andre	er	0.017744
andre	som	0.017744
andre	har	0.015209
andre	og	0.012674
andre	sesong	0.011407
andre	store	0.011407
andre	ord	0.011407
andre	personer	0.010773
andre	runde	0.009506
andre	gule	0.008872
andre	deler	0.008238
andre	var	0.008238
andre	med	0.008238
andre	byer	0.007605
andre	på	0.006971
andre	av	0.006971
andre	barn	0.006971
andre	etasje	0.006337
andre	periode	0.005703
andre	enden	0.005703
andre	sesongen	0.005703
andre	for	0.005703
andre	norske	0.005703
andre	mål	0.005703
andre	menn	0.005703
andre	runden	0.005703
andre	år	0.005070
andre	hadde	0.005070
andre	personen	0.005070
andre	kamp	0.005070
andre	episode	0.004436
andre	sett	0.004436
anelse	om	0.875000
aner	ikke	0.300000
anger	var	0.272727
angrep	på	0.236111
angrep	mot	0.226389
angrep	i	0.091667
angrep	fra	0.044444
angrep	og	0.026389
angrep	israel	0.026389
angrep	som	0.026389
angrep	en	0.018056
angrep	med	0.015278
angrep	er	0.013889
angrep	flere	0.011111
angrep	ifølge	0.011111
angrep	siden	0.011111
angrep	oktober	0.008333
angrep	den	0.008333
angrep	av	0.006944
angrep	blant	0.006944
angrep	langs	0.005556
angrep	ham	0.005556
angrep	for	0.005556
angrep	inne	0.005556
angrep	ved	0.005556
angrep	også	0.005556
angrep	etter	0.005556
angrep	lørdag	0.005556
angrep	mens	0.004167
angrep	et	0.004167
angrep	var	0.004167
angrep	men	0.004167
angrep	under	0.004167
angrep	ble	0.004167
angrep	det	0.004167
angrep	sier	0.004167
angrer	på	0.750000
angripe	mål	0.088235
angripe	med	0.073529
angripe	et	0.044118
angripe	israel	0.044118
angripe	den	0.044118
angripe	russiske	0.044118
anholdt	av	0.500000
anholdt	og	0.187500
ankommer	landet	0.081081
anna	og	0.250000
anna	karin	0.166667
annet	i	0.063903
annet	har	0.038860
annet	at	0.033679
annet	en	0.025907
annet	enn	0.025043
annet	på	0.024180
annet	med	0.022453
annet	for	0.019862
annet	av	0.018135
annet	om	0.018135
annet	til	0.017271
annet	sted	0.017271
annet	ble	0.017271
annet	kjent	0.015544
annet	er	0.013817
annet	fra	0.012953
annet	å	0.012953
annet	som	0.012090
annet	ved	0.012090
annet	vært	0.012090
annet	fordi	0.010363
annet	to	0.009499
annet	var	0.008636
annet	ha	0.008636
annet	den	0.008636
annet	blitt	0.008636
annet	usa	0.007772
annet	mot	0.007772
annet	vunnet	0.007772
annet	gjennom	0.007772
annet	flere	0.006045
annet	et	0.006045
annet	spilt	0.006045
annet	land	0.006045
annet	bak	0.005181
annet	det	0.005181
annet	da	0.005181
annet	etter	0.005181
annet	de	0.005181
annet	jobbet	0.005181
ansatt	i	0.356436
ansatt	som	0.217822
ansatt	ved	0.128713
ansatt	på	0.049505
ansatt	av	0.039604
ansatt	og	0.029703
anspent	etter	0.300000
ansvaret	for	0.844444
antatt	å	0.325581
antatt	at	0.209302
arbeid	og	0.140351
arbeid	i	0.140351
arbeid	for	0.122807
arbeid	med	0.122807
arbeid	på	0.070175
arbeid	som	0.052632
arbeider	med	0.280000
arbeider	i	0.160000
arbeidere	i	0.125000
arbeidere	fra	0.100000
arbeidere	ble	0.075000
arbeidere	på	0.075000
archie	ville	0.428571
arm	og	0.214286
armer	og	0.647059
arne	christian	0.238095
arne	larsen	0.190476
artikkel	i	0.300000
artikkel	med	0.100000
artikkel	for	0.100000
artikkel	om	0.100000
assistent	for	0.156250
assistent	i	0.125000
at	han	0.193396
at	det	0.106277
at	de	0.100868
at	hun	0.087569
at	den	0.041361
at	en	0.039896
at	russland	0.013411
at	flere	0.010707
at	et	0.009805
at	mannen	0.006537
at	to	0.006424
at	alle	0.006199
at	norge	0.006199
at	hans	0.005973
at	dette	0.005860
at	russiske	0.004959
at	hendelsen	0.004395
at	hennes	0.004170
at	landet	0.004170
at	krigen	0.004057
at	politiet	0.003945
at	mange	0.003832
at	noen	0.003719
at	russerne	0.003494
at	angrepet	0.003381
at	usa	0.003381
at	israel	0.003156
at	sønnen	0.003156
at	deres	0.002705
at	man	0.002592
at	både	0.002479
at	ingen	0.002479
at	rundt	0.002479
at	over	0.002367
at	tre	0.002367
at	faren	0.002254
at	minst	0.002254
at	kina	0.002141
at	denne	0.002141
at	folk	0.002141
australia	og	0.238938
australia	i	0.070796
australia	er	0.061947
australia	ble	0.044248
australia	har	0.035398
australia	til	0.035398
australia	som	0.026549
australia	for	0.026549
av	de	0.084446
av	en	0.066029
av	den	0.049025
av	dem	0.031250
av	det	0.029453
av	et	0.023999
av	verdens	0.012384
av	politiet	0.011101
av	sin	0.010459
av	disse	0.009946
av	stemmene	0.009818
av	flere	0.009112
av	at	0.009048
av	to	0.008855
av	sine	0.008727
av	tallet	0.008470
av	å	0.006738
av	hans	0.006609
av	med	0.006481
av	og	0.006032
av	landet	0.005647
av	mange	0.005583
av	landets	0.005390
av	fire	0.005390
av	tre	0.005198
av	krigen	0.005133
av	denne	0.004941
av	seg	0.004748
av	byen	0.004684
av	russiske	0.004620
av	som	0.004492
av	alle	0.004428
av	typen	0.004235
av	årene	0.004171
av	hendelsen	0.004043
av	i	0.004043
av	mennesker	0.003914
av	fem	0.003786
av	banen	0.003722
av	the	0.003593
avbrutt	av	0.282051
avbrutt	da	0.102564
avbrutt	etter	0.102564
avbrutt	i	0.076923
avbrutt	før	0.076923
avdelingen	i	0.266667
avdelingen	som	0.200000
avgjørelsen	ble	0.181818
avgjørelsen	kom	0.181818
avlyst	etter	0.153846
avlyst	på	0.115385
avlyst	et	0.115385
avlyst	grunnet	0.115385
avtaler	med	0.750000
badet	og	0.294118
badet	i	0.294118
bagasjen	og	0.200000
bak	seg	0.093633
bak	den	0.054307
bak	en	0.052434
bak	angrepet	0.037453
bak	de	0.029963
bak	et	0.028090
bak	på	0.028090
bak	vinneren	0.026217
bak	murene	0.024345
bak	det	0.020599
bak	ham	0.020599
bak	og	0.016854
bak	i	0.014981
bak	rattet	0.013109
bak	men	0.013109
bak	med	0.011236
bak	henne	0.009363
bak	der	0.009363
bak	ledende	0.009363
bak	dem	0.007491
bak	følger	0.007491
bak	noen	0.007491
bak	vinner	0.007491
bak	ryggen	0.007491
bak	flere	0.007491
bak	norge	0.007491
bak	lås	0.007491
bak	tidligere	0.007491
bak	lederen	0.007491
bak	er	0.007491
bak	filmen	0.005618
bak	city	0.005618
bak	ligger	0.005618
bak	står	0.005618
bak	mens	0.005618
bak	to	0.005618
bak	som	0.005618
bak	frankrike	0.005618
bak	spania	0.005618
bak	sin	0.005618
bakgrunn	fra	0.275000
bakgrunn	av	0.175000
bakgrunn	i	0.150000
bakgrunn	som	0.137500
bakgrunn	og	0.037500
bakgrunnen	for	0.357143
bakgrunnen	er	0.226190
bakgrunnen	var	0.154762
bakgrunnen	til	0.035714
bakover	i	0.346154
bakover	og	0.230769
banner	med	0.461538
barnebarn	og	0.179487
barnebarn	av	0.102564
barnebarn	som	0.076923
basen	i	0.250000
basen	som	0.187500
batman	filmen	0.272727
beach	i	0.406250
befolkningen	i	0.420455
befolkningen	er	0.113636
befolkningen	har	0.056818
befolkningen	som	0.056818
befolkningen	seg	0.034091
begeistret	for	0.357143
begeistret	da	0.214286
begravd	i	0.400000
begravelse	i	0.272727
begravet	i	0.352941
begravet	under	0.117647
begravet	på	0.117647
begravet	ved	0.088235
begynte	å	0.464191
begynte	i	0.076923
begynte	han	0.058355
begynte	med	0.045093
begynte	på	0.039788
begynte	det	0.026525
begynte	hun	0.026525
begynte	som	0.023873
begynte	sin	0.013263
begynte	den	0.013263
begynte	en	0.010610
begynte	allerede	0.010610
begynte	og	0.010610
begynte	for	0.010610
begynte	da	0.007958
begynte	karrieren	0.007958
behandlet	i	0.173913
behandlet	for	0.130435
behandlet	på	0.130435
beholder	den	0.200000
beholdt	sin	0.095238
beholdt	det	0.095238
beholdt	en	0.071429
beinet	av	0.166667
bekrefter	at	0.442308
bekrefter	også	0.057692
bekreftet	at	0.184100
bekreftet	av	0.146444
bekreftet	døde	0.108787
bekreftet	død	0.100418
bekreftet	også	0.033473
bekreftet	drept	0.029289
bekreftet	det	0.025105
bekreftet	han	0.025105
bekreftet	fra	0.020921
bekreftet	i	0.020921
bekreftet	til	0.016736
bekreftet	på	0.016736
bekreftet	de	0.012552
bekreftet	hun	0.012552
bekymring	for	0.379310
bekymring	over	0.103448
bekymring	rundt	0.103448
bekymring	på	0.103448
bekymring	i	0.103448
belte	og	0.444444
berlin	i	0.164384
berlin	og	0.095890
berlin	på	0.068493
berlin	for	0.041096
berlin	er	0.041096
berlin	til	0.041096
besatt	av	0.720000
besatt	og	0.120000
beskjed	om	0.560000
beskytte	den	0.113636
beskytte	seg	0.090909
beskytte	sine	0.068182
beskytte	dem	0.068182
beskyttet	av	0.416667
besluttet	å	0.490909
besluttet	at	0.272727
besluttet	pågrepet	0.072727
beste	norske	0.082742
beste	spiller	0.082742
beste	i	0.078014
beste	kvinnelige	0.054374
beste	lag	0.030733
beste	og	0.026005
beste	laget	0.026005
beste	film	0.023641
beste	resultat	0.021277
beste	på	0.018913
beste	tid	0.016548
beste	fall	0.016548
beste	for	0.014184
beste	som	0.014184
beste	spillere	0.014184
beste	sesong	0.014184
beste	tiden	0.014184
beste	sang	0.011820
beste	side	0.011820
beste	unge	0.009456
beste	internasjonale	0.009456
beste	med	0.009456
