abandonat	în	0.137931
abandonat	o	0.103448
abandonat	pe	0.103448
acasa	la	0.156250
acasa	in	0.125000
acasa	si	0.125000
acasă	la	0.115523
acasă	și	0.115523
acasă	în	0.097473
acasă	cu	0.093863
acasă	de	0.043321
acasă	pentru	0.036101
acasă	a	0.028881
acasă	şi	0.021661
acasă	pe	0.021661
acasă	după	0.018051
acasă	să	0.018051
acasă	din	0.018051
acasă	este	0.014440
acasă	am	0.014440
acasă	nu	0.014440
acasă	un	0.010830
acasă	dacă	0.010830
acasă	mai	0.010830
accent	pe	0.807692
acces	la	0.440789
acces	în	0.098684
acces	direct	0.052632
acces	pentru	0.039474
acces	și	0.026316
acces	liber	0.026316
acces	şi	0.019737
acces	doar	0.019737
acces	gratuit	0.019737
acces	pe	0.019737
accidente	în	0.130435
accidente	grave	0.130435
accidente	pe	0.130435
ace	de	0.600000
acea	vreme	0.338028
acea	perioadă	0.098592
acea	dată	0.070423
acea	zi	0.049296
acea	zonă	0.049296
acea	persoană	0.021127
acea	noapte	0.021127
această	perioadă	0.090021
această	dată	0.069086
această	săptămână	0.043964
această	dimineață	0.041870
această	zi	0.034194
această	seară	0.026518
această	vară	0.023726
această	decizie	0.021633
această	oră	0.021633
această	ocazie	0.021633
această	problemă	0.020935
această	iarnă	0.020935
această	zonă	0.016748
această	măsură	0.015352
această	lună	0.015352
această	situaţie	0.014655
această	sumă	0.012561
această	ţară	0.011863
această	nouă	0.010468
această	cale	0.009072
această	după	0.009072
această	criză	0.009072
această	sărbătoare	0.007676
această	cauză	0.007676
această	idee	0.006978
această	dimineaţă	0.006978
această	boală	0.006281
această	formă	0.006281
această	întrebare	0.006281
această	listă	0.006281
această	parte	0.006281
această	chestiune	0.005583
această	echipă	0.005583
această	întâlnire	0.005583
această	politică	0.005583
această	posibilitate	0.005583
această	lume	0.005583
această	fază	0.005583
această	activitate	0.004885
această	cerere	0.004885
aceeasi	situatie	0.192308
aceeasi	zi	0.153846
aceeași	perioadă	0.158537
aceeași	zi	0.121951
aceeași	sursă	0.042683
aceeași	cu	0.036585
aceeași	măsură	0.030488
aceeași	dată	0.024390
aceeași	masă	0.024390
aceeași	greutate	0.018293
aceeași	oră	0.018293
aceeași	zonă	0.018293
aceeași	emisiune	0.018293
aceeași	lună	0.018293
aceeași	ocazie	0.018293
