aastat	tagasi	0.362046
aastat	hiljem	0.049798
aastat	järjest	0.045760
aastat	on	0.043069
aastat	ja	0.037685
aastat	ning	0.024226
aastat	olnud	0.021534
aastat	vana	0.012113
aastat	kestnud	0.010767
aastat	pärast	0.010767
aastat	enne	0.009421
aastat	aega	0.008075
aastat	ei	0.006729
aastat	oleme	0.006729
aastat	pole	0.006729
aastat	siis	0.006729
aastat	töötanud	0.006729
aastat	et	0.005384
aastat	ütles	0.005384
aastat	aga	0.005384
aastat	tegelenud	0.005384
aastat	olen	0.005384
aastat	kuni	0.005384
aastat	vanglas	0.004038
aastat	oli	0.004038
aastat	taas	0.004038
aastat	ehk	0.004038
aastat	usa	0.004038
aastat	rääkis	0.004038
aastat	koos	0.004038
aastat	oma	0.004038
aastat	vanem	0.004038
aastat	käinud	0.004038
aastat	või	0.004038
aastat	pikk	0.004038
aastat	seda	0.004038
aastat	teinud	0.004038
aastat	noorem	0.004038
abi	on	0.068182
abi	ja	0.053030
abi	ei	0.034091
abi	saamiseks	0.034091
abi	olla	0.034091
abi	siis	0.030303
abi	ka	0.030303
abi	vaja	0.026515
abi	anda	0.022727
abi	kuid	0.022727
abi	nii	0.018939
abi	sealhulgas	0.018939
abi	otsima	0.015152
abi	saanud	0.015152
abi	eest	0.015152
abi	pakkuda	0.015152
abi	oleks	0.011364
abi	võib	0.011364
abi	kuna	0.011364
abi	vajavad	0.011364
abi	kui	0.011364
abi	väga	0.011364
abi	näiteks	0.011364
aega	ja	0.090237
aega	tagasi	0.057692
aega	et	0.050296
aega	kui	0.028107
aega	on	0.025148
aega	veeta	0.022189
aega	ning	0.020710
aega	ei	0.019231
aega	aga	0.017751
aega	võtab	0.014793
aega	siis	0.014793
aega	enne	0.013314
aega	hiljem	0.011834
aega	oma	0.011834
aega	kestnud	0.010355
aega	ütles	0.010355
aega	olnud	0.010355
aega	pärast	0.008876
aega	sest	0.008876
aega	kuid	0.008876
aega	kokku	0.008876
aega	umbes	0.007396
aega	kuni	0.007396
