ກະຊວງ	ແຜນການ	ແລະ	1.000000
ຄວາມຍາວ	ປະມານ	ກ	1.000000
ຈາກ	ປະເທດ	ແລະ	0.800000
ຈາກ	ແຂວງ	ແລະ	1.000000
ຕອນ	ແລະ	ກ	0.750000
ຖາມ	ຕອບ	ກ	0.600000
ປອດໄພ	ຊະນະ	ປອດໄພ	1.000000
ປະທານ	ຮອງ	ປະທານ	1.000000
ປະມານ	ໂຕນ	ແລະ	0.500000
ປະມານ	ໂຕນ	ເທ	0.500000
ປະເທດ	ແລະ	ເຂດ	0.571429
ປະເທດ	ແລະ	ກ	0.428571
ພາຍໃນ	ແລະ	ພາຍນອກ	0.600000
ຟ	ກ	ແລະ	0.642857
ຟ	ກ	ກ	0.238095
ມາຈາກ	ປະເທດ	ແລະ	0.857143
ລາວ	ກ	ບາ	0.750000
ລາວ	ລາວ	ແລະ	0.888889
ລາວ	ແລະ	ກ	0.515152
ລາວ	ແລະ	ຟ	0.090909
ສະອາດ	ແລະ	ປອດໄພ	0.857143
ສະໜາມ	ເວລາ	ໂມງ	1.000000
ຮອງ	ປະທານ	ຮອງ	1.000000
ເຈຍ	ລາວ	ແລະ	0.750000
ເຈຍ	ແລະ	ກ	0.444444
ເຈຍ	ແລະ	ລາວ	0.333333
ແຂວງ	ຂອງ	ກ	1.000000
ແຂວງ	ແລະ	ກະຊວງ	0.600000
ແລະ	ກ	ລາວ	0.272727
ແລະ	ກາງ	ແລະ	0.500000
ແລະ	ກາງ	ກ	0.300000
ແລະ	ມາດຕະການ	ກ	1.000000
ແລະ	ລາວ	ລາວ	0.777778
ແລະ	ສະຖຽນລະພາບ	ແລະ	0.666667
ແລະ	ເວລາ	ໂມງ	0.750000
ແລະ	ແຂວງ	ຂອງ	1.000000
ແລະ	ແລະ	ແລະ	0.625000
ໃດ	ກ	ຕາມ	1.000000
ໃນ	ສະເປນ	ແລະ	0.750000
ໃນ	ເສດຖະສາດ	ແລະ	0.714286
ໃນ	ແຂວງ	ແຂວງ	0.666667
ໄລຍະ	ທາງ	ກ	1.000000
